0, 0, 17
1, 3, 7
2, 7, 6
3, 18, 16
4, 20, 44
5, 21, 2
6, 29, 13
7, 36, 3
8, 40, 4
9, 44, 1
10, 56, 1
11, 61, 34
12, 68, 38
13, 70, 4
14, 77, 40
15, 81, 2
16, 90, 2
17, 101, 1
18, 107, 8
19, 113, 1
20, 122, 1
21, 127, 14
22, 130, 2
23, 135, 2
24, 143, 1
25, 149, 2
26, 157, 1
27, 164, 5
28, 173, 17
29, 175, 3
30, 179, 1
31, 187, 12
32, 189, 2
33, 196, 1
34, 203, 1
35, 208, 1
36, 213, 2
37, 217, 2
38, 220, 27
39, 222, 3
40, 226, 7
41, 229, 8
42, 234, 6
43, 241, 7
44, 245, 3
45, 252, 1
46, 254, 51
47, 257, 2
48, 261, 6
49, 268, 14
50, 277, 1
51, 281, 1
52, 287, 1
53, 291, 1
54, 295, 2
55, 301, 1
56, 306, 1
57, 312, 1
58, 317, 8
59, 321, 30
60, 324, 2
61, 329, 1
62, 335, 1
63, 342, 2
64, 344, 10
65, 348, 1
66, 351, 2
67, 357, 1
68, 360, 3
69, 365, 1
70, 368, 1
71, 376, 12
72, 382, 3
73, 393, 2
74, 398, 1
75, 405, 1
76, 412, 1
77, 422, 2
78, 432, 1
79, 436, 2
80, 443, 2
81, 450, 2
82, 453, 1
83, 460, 1
84, 465, 1
85, 476, 2
86, 480, 2
87, 489, 3
88, 496, 1
89, 499, 3
90, 505, 3
91, 508, 1
92, 514, 3
93, 519, 2
94, 523, 2
95, 528, 1
96, 536, 2
97, 540, 1
98, 543, 3
99, 549, 1
100, 552, 1
101, 565, 1
102, 573, 4
103, 582, 1
104, 588, 1
105, 592, 2
106, 596, 1
107, 602, 5
108, 608, 1
109, 613, 1
110, 624, 2
111, 630, 1
112, 636, 1
113, 640, 2
114, 647, 1
115, 651, 1
116, 658, 1
117, 661, 1
118, 669, 4
119, 672, 2
120, 684, 3
121, 695, 1
122, 700, 1
123, 704, 1
124, 708, 2
125, 714, 1
126, 716, 1
127, 726, 1
128, 733, 1
129, 737, 1
130, 741, 2
131, 748, 3
132, 752, 2
133, 758, 1
134, 765, 3
135, 768, 2
136, 777, 1
137, 781, 2
138, 787, 1
139, 790, 4
140, 794, 1
141, 800, 3
142, 806, 1
143, 811, 1
144, 815, 1
145, 819, 1
146, 825, 1
147, 832, 1
148, 840, 1
149, 845, 1
150, 851, 3
151, 858, 2
152, 862, 1
153, 870, 1
154, 876, 1
155, 878, 1
156, 887, 1
157, 894, 2
158, 898, 1
159, 905, 1
160, 911, 1
161, 917, 1
162, 923, 2
163, 930, 1
164, 940, 1
165, 942, 1
166, 949, 1
167, 960, 2
168, 970, 3
169, 975, 1
170, 977, 1
171, 982, 1
172, 988, 1
173, 996, 2
174, 1000, 1
175, 1004, 1
176, 1010, 2
177, 1014, 1
178, 1023, 1
179, 1029, 2
180, 1031, 2
181, 1037, 2
182, 1042, 4
183, 1046, 1
184, 1052, 1
185, 1062, 1
186, 1067, 1
187, 1074, 1
188, 1078, 1
189, 1085, 1
190, 1090, 1
191, 1095, 2
192, 1100, 2
193, 1105, 2
194, 1111, 1
195, 1115, 1
196, 1119, 4
197, 1121, 1
198, 1123, 3
199, 1129, 2
200, 1136, 1
201, 1144, 2
202, 1147, 1
203, 1156, 1
204, 1159, 1
205, 1165, 1
206, 1172, 1
207, 1178, 1
208, 1187, 1
209, 1190, 3
210, 1196, 2
211, 1203, 1
212, 1208, 1
213, 1216, 1
214, 1224, 1
215, 1231, 3
216, 1235, 1
217, 1243, 1
218, 1251, 1
219, 1256, 1
220, 1258, 2
221, 1265, 1
222, 1273, 1
223, 1281, 1
224, 1289, 1
225, 1297, 2
226, 1302, 1
227, 1310, 1
228, 1321, 1
229, 1330, 2
230, 1338, 1
231, 1343, 1
232, 1349, 1
233, 1354, 2
234, 1358, 1
235, 1363, 1
236, 1371, 1
237, 1376, 1
238, 1385, 1
239, 1391, 1
240, 1401, 1
241, 1414, 1
242, 1422, 2
243, 1425, 1
244, 1434, 2
245, 1441, 1
246, 1445, 1
247, 1454, 1
248, 1462, 1
249, 1466, 1
250, 1470, 1
251, 1476, 1
252, 1487, 2
253, 1492, 1
254, 1499, 1
255, 1510, 1
256, 1519, 1
257, 1522, 1
258, 1529, 2
259, 1535, 1
260, 1539, 1
261, 1546, 2
262, 1550, 1
263, 1554, 14
264, 1557, 1
265, 1564, 1
266, 1573, 1
267, 1576, 1
268, 1582, 1
269, 1587, 1
270, 1591, 1
271, 1594, 1
272, 1600, 1
273, 1611, 1
274, 1616, 1
275, 1620, 1
276, 1623, 1
277, 1635, 1
278, 1644, 1
279, 1650, 1
280, 1653, 11
281, 1660, 11
282, 1665, 11
283, 1668, 1
284, 1675, 1
285, 1684, 1
286, 1694, 1
287, 1696, 1
288, 1700, 1
289, 1705, 4
290, 1710, 5
291, 1721, 4
292, 1729, 1
293, 1737, 4
294, 1743, 1
295, 1751, 2
296, 1759, 1
297, 1763, 1
298, 1772, 1
299, 1780, 1
300, 1784, 6
301, 1785, 3
302, 1786, 1
303, 1794, 1
304, 1798, 1
305, 1799, 1
306, 1801, 1
307, 1804, 1
308, 1815, 1
309, 1820, 1
310, 1824, 1
311, 1838, 1
312, 1845, 1
313, 1848, 2
314, 1855, 1
315, 1858, 1
316, 1865, 1
317, 1868, 1
318, 1875, 1
319, 1880, 1
320, 1888, 1
321, 1899, 1
322, 1903, 1
323, 1905, 1
324, 1910, 1
325, 1911, 3
326, 1912, 3
327, 1913, 2
328, 1914, 1
329, 1921, 1
330, 1922, 1
331, 1923, 1
332, 1924, 1
333, 1925, 1
334, 1926, 1
335, 1928, 1
336, 1930, 1
337, 1932, 13
338, 1934, 13
339, 1942, 6
340, 1945, 1
341, 1949, 9
342, 1951, 1
343, 1954, 1
344, 1959, 1
345, 1963, 1
346, 1971, 3
347, 1974, 1
348, 1983, 6
349, 1985, 1
350, 1990, 1
351, 1997, 1
352, 2005, 1
353, 2009, 1
354, 2012, 1
355, 2015, 1
356, 2019, 1
357, 2025, 1
358, 2029, 1
359, 2033, 1
360, 2040, 5
361, 2041, 2
362, 2045, 2
363, 2049, 2
364, 2051, 3
365, 2057, 3
366, 2061, 3
367, 2065, 3
368, 2073, 3
369, 2076, 3
370, 2081, 3
371, 2086, 3
372, 2091, 1
373, 2096, 1
374, 2099, 1
375, 2106, 1
376, 2113, 1
377, 2115, 1
378, 2119, 1
379, 2126, 1
380, 2136, 1
381, 2139, 1
382, 2144, 1
383, 2148, 1
384, 2151, 1
385, 2155, 1
386, 2163, 1
387, 2169, 1
388, 2177, 1
389, 2186, 1
390, 2192, 1
391, 2197, 1
392, 2202, 1
393, 2206, 1
394, 2210, 1
395, 2215, 1
396, 2219, 1
397, 2222, 1
398, 2230, 1
formoreinformationonaspecificcommandtypehelpcommand-nameassocdisplayormodifiefileextensionassociationattribchangeattributebreaksetclearextendedctrl+ccheckingbcdeditpropertieinbootdatabasetocontrolloadingcaclsacceslistaclofcallonebatchprogramfromanothercdthenamecurrentdirectorychcpactivecodepagenumberchdirchkdskcheckdiskandstatureportchkntfsattimeclsscreencmdstartnewinstancewindowinterpretercolordefaultconsoleforegroundbackgroundcompcomparecontenttwocompactaltercompressionntfspartitionconvertfatvolumeyoucannotdrivecopycopielocationdatedeldeletedirsubdirectoriediskpartconfiguredoskeyeditlinerecallcreatemacrodriverquerydevicedriverechomessageturnechoingoffendlocalendlocalizationenvironmenteraseexitquitcmdexefcdifferencebetweenthemfindsearchetextstringfindstrrunspecifiedeachformatusewithfsutilsystemftypeusedgotodirectlabeledgpresultgrouppolicymachineusergraftablenableancharactergraphicmodeprovideicaclsmodifybackuprestoredirectorieifperformconditionalprocessinglabelmdmkdirmklinksymboliclinkhardoutputmoveopenfilesopenedbyremotesharepathsearchexecutablepausesuspendpopdpreviouvaluesavedpushdprintpromptsavethenitrdremoverecoverreadablebaddefectiveremrecordcommentremarkconfigsysrenrenamereplacermdirrobocopyadvancedutilitytreevariablesetlocalbeginscserviceprocesseschtasksschedulecomputershiftpositionreplaceableparametershutdownallowproperlocalsortinputseparatesubstassociatelettersysteminfoconfigurationtasklistallcurrentlyrunningtaskincludingtaskkillkillstopprocesapplicationtitlesessiongraphicallystructureverversionverifytellwhetherthatyourarewrittencorrectlyvolserialxcopywmicwmiinsideinteractiveshelltoolseecommand-linereferenceonlineps:requesttimedoutpinginggooglecom216582101432bytedata:reply2165821014:bytes=32time=32mttl=55time=37mtime=33mpingstatisticpackets:sent=4receivedlost00%losapproximateroundtripmilli-seconds:minimum32mmaximum37maverage33mtracingrouteyahoocom98138219231over30hops:15m7102400123689101112wechampionivepaidmydueafterdonesentencebutcommittednocrimemistake‒madefewhadsandkickedfacecomethroughineedjustgofriendwellkeepfightingtillosercauseworldtakenbowcurtainbroughtmefamefortuneeverythinggoethankbeenbedrosepleasurecruiseconsiderchallengebeforewholehumanraceaintgonnalosenotoriginalversion:
